CLASS	METHOD	PARAMETER	INDEX
org.mockito.internal.util.reflection.SuperTypesLastSorter$1	compare(java.lang.reflect.Field,java.lang.reflect.Field)	o2	1
org.mockito.internal.util.reflection.SuperTypesLastSorter$1	compare(java.lang.reflect.Field,java.lang.reflect.Field)	o1	0
org.mockito.internal.configuration.injection.PropertyAndSetterInjection$1	isOut(java.lang.reflect.Field)	object	0
org.mockito.internal.configuration.injection.PropertyAndSetterInjection	initializeInjectMocksField(java.lang.reflect.Field,java.lang.Object)	field	0
org.mockito.internal.configuration.injection.PropertyAndSetterInjection	initializeInjectMocksField(java.lang.reflect.Field,java.lang.Object)	fieldOwner	1
org.mockito.internal.configuration.injection.PropertyAndSetterInjection	injectMockCandidatesOnFields(java.util.Set,java.lang.Object,boolean,java.util.List)	injectionOccurred	2
org.mockito.internal.configuration.injection.PropertyAndSetterInjection	injectMockCandidatesOnFields(java.util.Set,java.lang.Object,boolean,java.util.List)	orderedCandidateInjecteeFields	3
org.mockito.internal.configuration.injection.PropertyAndSetterInjection	injectMockCandidatesOnFields(java.util.Set,java.lang.Object,boolean,java.util.List)	mocks	0
org.mockito.internal.configuration.injection.PropertyAndSetterInjection	orderedInstanceFieldsFrom(java.lang.Class)	awaitingInjectionClazz	0
org.mockito.internal.util.reflection.FieldInitializationReport	FieldInitializationReport(java.lang.Object,boolean,boolean)	wasInitializedUsingConstructorArgs	2
org.mockito.internal.util.reflection.FieldInitializationReport	FieldInitializationReport(java.lang.Object,boolean,boolean)	wasInitialized	1
org.mockito.internal.util.reflection.FieldInitializationReport	FieldInitializationReport(java.lang.Object,boolean,boolean)	fieldInstance	0
org.mockito.internal.util.Checks	checkNotNull(T,java.lang.String,java.lang.String)	value	0
org.mockito.internal.util.Checks	checkNotNull(T,java.lang.String,java.lang.String)	additionalMessage	2
org.mockito.internal.util.Checks	checkNotNull(T,java.lang.String,java.lang.String)	checkedValue	1
org.mockito.internal.util.Checks	checkItemsNotNull(T,java.lang.String)	iterable	0
org.mockito.internal.configuration.injection.MockInjection	onField(java.lang.reflect.Field,java.lang.Object)	ofInstance	1
org.mockito.internal.configuration.injection.MockInjection	onField(java.lang.reflect.Field,java.lang.Object)	field	0
org.mockito.internal.configuration.injection.MockInjection	onFields(java.util.Set,java.lang.Object)	ofInstance	1
org.mockito.internal.configuration.injection.MockInjection	onFields(java.util.Set,java.lang.Object)	fields	0
org.mockito.internal.util.reflection.FieldInitializer	FieldInitializer(java.lang.Object,java.lang.reflect.Field,org.mockito.internal.util.reflection.FieldInitializer.ConstructorInstantiator)	field	1
org.mockito.internal.util.reflection.FieldInitializer	FieldInitializer(java.lang.Object,java.lang.reflect.Field,org.mockito.internal.util.reflection.FieldInitializer.ConstructorInstantiator)	instantiator	2
org.mockito.internal.util.reflection.FieldInitializer	FieldInitializer(java.lang.Object,java.lang.reflect.Field,org.mockito.internal.util.reflection.FieldInitializer.ConstructorInstantiator)	fieldOwner	0
org.mockito.internal.util.reflection.FieldInitializer	checkNotLocal(java.lang.reflect.Field)	field	0
org.mockito.internal.util.reflection.FieldInitializer	checkNotInner(java.lang.reflect.Field)	field	0
org.mockito.internal.util.reflection.FieldInitializer	checkNotInterface(java.lang.reflect.Field)	field	0
org.mockito.internal.util.reflection.FieldInitializer	checkNotAbstract(java.lang.reflect.Field)	field	0
org.mockito.internal.util.reflection.FieldInitializer	checkNotEnum(java.lang.reflect.Field)	field	0
org.mockito.internal.util.reflection.FieldInitializer$NoArgConstructorInstantiator	NoArgConstructorInstantiator(java.lang.Object,java.lang.reflect.Field)	field	1
org.mockito.internal.util.reflection.FieldInitializer$NoArgConstructorInstantiator	NoArgConstructorInstantiator(java.lang.Object,java.lang.reflect.Field)	testClass	0
org.mockito.internal.util.reflection.FieldInitializer$ParameterizedConstructorInstantiator$1	compare(java.lang.reflect.Constructor,java.lang.reflect.Constructor)	constructorB	1
org.mockito.internal.util.reflection.FieldInitializer$ParameterizedConstructorInstantiator$1	compare(java.lang.reflect.Constructor,java.lang.reflect.Constructor)	constructorA	0
org.mockito.internal.util.reflection.FieldInitializer$ParameterizedConstructorInstantiator$1	countMockableParams(java.lang.reflect.Constructor)	constructor	0
org.mockito.internal.util.reflection.FieldInitializer$ParameterizedConstructorInstantiator	ParameterizedConstructorInstantiator(java.lang.Object,java.lang.reflect.Field,org.mockito.internal.util.reflection.FieldInitializer.ConstructorArgumentResolver)	argumentResolver	2
org.mockito.internal.util.reflection.FieldInitializer$ParameterizedConstructorInstantiator	ParameterizedConstructorInstantiator(java.lang.Object,java.lang.reflect.Field,org.mockito.internal.util.reflection.FieldInitializer.ConstructorArgumentResolver)	testClass	0
org.mockito.internal.util.reflection.FieldInitializer$ParameterizedConstructorInstantiator	ParameterizedConstructorInstantiator(java.lang.Object,java.lang.reflect.Field,org.mockito.internal.util.reflection.FieldInitializer.ConstructorArgumentResolver)	field	1
org.mockito.internal.util.reflection.FieldInitializer$ParameterizedConstructorInstantiator	checkParameterized(java.lang.reflect.Constructor,java.lang.reflect.Field)	field	1
org.mockito.internal.util.reflection.FieldInitializer$ParameterizedConstructorInstantiator	checkParameterized(java.lang.reflect.Constructor,java.lang.reflect.Field)	constructor	0
org.mockito.internal.util.reflection.FieldInitializer$ParameterizedConstructorInstantiator	biggestConstructor(java.lang.Class)	clazz	0
org.mockito.internal.configuration.injection.ConstructorInjection	processInjection(java.lang.reflect.Field,java.lang.Object,java.util.Set)	mockCandidates	2
org.mockito.internal.configuration.injection.ConstructorInjection	processInjection(java.lang.reflect.Field,java.lang.Object,java.util.Set)	field	0
org.mockito.internal.configuration.injection.ConstructorInjection	processInjection(java.lang.reflect.Field,java.lang.Object,java.util.Set)	fieldOwner	1
org.mockito.internal.configuration.injection.ConstructorInjection$SimpleArgumentResolver	SimpleArgumentResolver(java.util.Set)	objects	0
org.mockito.internal.configuration.injection.ConstructorInjection$SimpleArgumentResolver	resolveTypeInstances(java.lang.Class[])	argTypes	0
org.mockito.internal.configuration.injection.ConstructorInjection$SimpleArgumentResolver	objectThatIsAssignableFrom(java.lang.Class)	argType	0
org.mockito.internal.configuration.injection.SpyOnInjectedFieldsHandler	processInjection(java.lang.reflect.Field,java.lang.Object,java.util.Set)	field	0
org.mockito.internal.configuration.injection.SpyOnInjectedFieldsHandler	processInjection(java.lang.reflect.Field,java.lang.Object,java.util.Set)	fieldOwner	1
org.mockito.internal.configuration.injection.filter.TerminalMockCandidateFilter	filterCandidate(java.util.Collection,java.lang.reflect.Field,java.util.List,java.lang.Object)	candidateFieldToBeInjected	1
org.mockito.internal.configuration.injection.filter.TerminalMockCandidateFilter	filterCandidate(java.util.Collection,java.lang.reflect.Field,java.util.List,java.lang.Object)	injectee	3
org.mockito.internal.configuration.injection.filter.TerminalMockCandidateFilter	filterCandidate(java.util.Collection,java.lang.reflect.Field,java.util.List,java.lang.Object)	mocks	0
org.mockito.internal.configuration.injection.filter.NameBasedCandidateFilter	NameBasedCandidateFilter(org.mockito.internal.configuration.injection.filter.MockCandidateFilter)	next	0
org.mockito.internal.configuration.injection.filter.NameBasedCandidateFilter	filterCandidate(java.util.Collection,java.lang.reflect.Field,java.util.List,java.lang.Object)	mocks	0
org.mockito.internal.configuration.injection.filter.NameBasedCandidateFilter	tooMany(java.util.Collection)	mocks	0
org.mockito.internal.configuration.injection.filter.NameBasedCandidateFilter	selectMatchingName(java.util.Collection,java.lang.reflect.Field)	mocks	0
org.mockito.internal.configuration.injection.filter.NameBasedCandidateFilter	selectMatchingName(java.util.Collection,java.lang.reflect.Field)	candidateFieldToBeInjected	1
org.mockito.internal.configuration.injection.filter.NameBasedCandidateFilter	anotherCandidateMatchesMockName(java.util.Collection,java.lang.reflect.Field,java.util.List)	allRemainingCandidateFields	2
org.mockito.internal.configuration.injection.filter.NameBasedCandidateFilter	anotherCandidateMatchesMockName(java.util.Collection,java.lang.reflect.Field,java.util.List)	candidateFieldToBeInjected	1
org.mockito.internal.configuration.injection.filter.TypeBasedCandidateFilter	TypeBasedCandidateFilter(org.mockito.internal.configuration.injection.filter.MockCandidateFilter)	next	0
org.mockito.internal.configuration.injection.filter.TypeBasedCandidateFilter	filterCandidate(java.util.Collection,java.lang.reflect.Field,java.util.List,java.lang.Object)	candidateFieldToBeInjected	1
org.mockito.internal.configuration.injection.filter.TypeBasedCandidateFilter	filterCandidate(java.util.Collection,java.lang.reflect.Field,java.util.List,java.lang.Object)	mocks	0
org.mockito.internal.configuration.IndependentAnnotationEngine	forAnnotation(A)	annotation	0
org.mockito.internal.configuration.IndependentAnnotationEngine	registerAnnotationProcessor(java.lang.Class,org.mockito.internal.configuration.FieldAnnotationProcessor)	annotationClass	0
org.mockito.internal.configuration.IndependentAnnotationEngine	registerAnnotationProcessor(java.lang.Class,org.mockito.internal.configuration.FieldAnnotationProcessor)	fieldAnnotationProcessor	1
org.mockito.internal.configuration.IndependentAnnotationEngine	process(java.lang.Class,java.lang.Object)	clazz	0
org.mockito.internal.configuration.IndependentAnnotationEngine	throwIfAlreadyAssigned(java.lang.reflect.Field,boolean)	alreadyAssigned	1
org.mockito.internal.configuration.SpyAnnotationEngine	process(java.lang.Class,java.lang.Object)	context	0
org.mockito.internal.configuration.SpyAnnotationEngine	spyNewInstance(java.lang.Object,java.lang.reflect.Field)	testInstance	0
org.mockito.internal.configuration.SpyAnnotationEngine	spyNewInstance(java.lang.Object,java.lang.reflect.Field)	field	1
org.mockito.internal.configuration.SpyAnnotationEngine	noArgConstructorOf(java.lang.Class)	type	0
org.mockito.internal.configuration.SpyAnnotationEngine	typeIsNonStaticInnerClass(java.lang.Class,int)	type	0
org.mockito.internal.configuration.SpyAnnotationEngine	typeIsNonStaticInnerClass(java.lang.Class,int)	modifiers	1
org.mockito.internal.configuration.SpyAnnotationEngine	typeIsPrivateAbstractInnerClass(java.lang.Class,int)	modifiers	1
org.mockito.internal.configuration.SpyAnnotationEngine	typeIsPrivateAbstractInnerClass(java.lang.Class,int)	type	0
org.mockito.internal.configuration.SpyAnnotationEngine	assertNoIncompatibleAnnotations(java.lang.Class,java.lang.reflect.Field,java.lang.Class[])	undesiredAnnotations	2
org.mockito.internal.configuration.SpyAnnotationEngine	assertNoIncompatibleAnnotations(java.lang.Class,java.lang.reflect.Field,java.lang.Class[])	field	1
org.mockito.internal.configuration.MockAnnotationProcessor	processAnnotationForMock(org.mockito.Mock,java.lang.Class,org.mockito.internal.util.Supplier,java.lang.String)	annotation	0
org.mockito.internal.configuration.MockAnnotationProcessor	processAnnotationForMock(org.mockito.Mock,java.lang.Class,org.mockito.internal.util.Supplier,java.lang.String)	type	1
org.mockito.internal.configuration.MockAnnotationProcessor	inferParameterizedType(java.lang.reflect.Type,java.lang.String,java.lang.String)	type	0
org.mockito.internal.configuration.plugins.PluginLoader	PluginLoader(org.mockito.internal.configuration.plugins.DefaultMockitoPlugins,org.mockito.internal.configuration.plugins.PluginInitializer)	plugins	0
org.mockito.internal.configuration.plugins.PluginLoader	PluginLoader(org.mockito.internal.configuration.plugins.DefaultMockitoPlugins,org.mockito.internal.configuration.plugins.PluginInitializer)	initializer	1
org.mockito.internal.configuration.plugins.PluginLoader	loadPlugin(java.lang.Class,java.lang.Class)	alternatePluginType	1
org.mockito.internal.configuration.plugins.PluginLoader	loadPlugin(java.lang.Class,java.lang.Class)	preferredPluginType	0
org.mockito.internal.configuration.plugins.DefaultMockitoPlugins	getDefaultPlugin(java.lang.Class)	pluginType	0
org.mockito.internal.configuration.plugins.DefaultMockitoPlugins	getDefaultPluginClass(java.lang.String)	classOrAlias	0
org.mockito.internal.configuration.plugins.DefaultMockitoPlugins	create(java.lang.Class,java.lang.String)	className	1
org.mockito.internal.configuration.plugins.DefaultMockitoPlugins	create(java.lang.Class,java.lang.String)	pluginType	0
org.mockito.internal.configuration.plugins.PluginInitializer	PluginInitializer(org.mockito.plugins.PluginSwitch,java.lang.String,org.mockito.internal.configuration.plugins.DefaultMockitoPlugins)	pluginSwitch	0
org.mockito.internal.configuration.plugins.PluginInitializer	PluginInitializer(org.mockito.plugins.PluginSwitch,java.lang.String,org.mockito.internal.configuration.plugins.DefaultMockitoPlugins)	alias	1
org.mockito.internal.configuration.plugins.PluginInitializer	PluginInitializer(org.mockito.plugins.PluginSwitch,java.lang.String,org.mockito.internal.configuration.plugins.DefaultMockitoPlugins)	plugins	2
org.mockito.internal.configuration.plugins.PluginInitializer	loadImpl(java.lang.Class)	service	0
org.mockito.internal.configuration.plugins.PluginFinder	PluginFinder(org.mockito.plugins.PluginSwitch)	pluginSwitch	0
org.mockito.internal.configuration.plugins.PluginFinder	findPluginClass(java.lang.Iterable)	resources	0
org.mockito.internal.configuration.plugins.PluginFileReader	stripCommentAndWhitespace(java.lang.String)	line	0
org.mockito.internal.configuration.CaptorAnnotationProcessor	process(org.mockito.Captor,java.lang.reflect.Field)	field	1
org.mockito.internal.util.MockNameImpl	MockNameImpl(java.lang.String,java.lang.Class,boolean)	mockName	0
org.mockito.internal.util.MockNameImpl	MockNameImpl(java.lang.String,java.lang.Class,boolean)	mockedStatic	2
org.mockito.internal.util.MockNameImpl	MockNameImpl(java.lang.String)	mockName	0
org.mockito.internal.util.MockNameImpl	toInstanceName(java.lang.Class)	clazz	0
org.mockito.internal.util.MockNameImpl	toClassName(java.lang.Class)	clazz	0
org.mockito.internal.util.io.IOUtil	writeText(java.lang.String,java.io.File)	text	0
org.mockito.internal.util.io.IOUtil	writeText(java.lang.String,java.io.File)	output	1
org.mockito.internal.util.io.IOUtil	readLines(java.io.InputStream)	is	0
org.mockito.internal.util.io.IOUtil	close(java.io.Closeable)	closeable	0
org.mockito.internal.util.MockCreationValidator	validateExtraInterfaces(java.lang.Class,java.util.Collection)	classToMock	0
org.mockito.internal.util.MockCreationValidator	validateExtraInterfaces(java.lang.Class,java.util.Collection)	extraInterfaces	1
org.mockito.internal.util.MockCreationValidator	validateMockedType(java.lang.Class,java.lang.Object)	spiedInstance	1
org.mockito.internal.util.MockCreationValidator	validateMockedType(java.lang.Class,java.lang.Object)	classToMock	0
org.mockito.internal.util.MockCreationValidator	validateDelegatedInstance(java.lang.Class,java.lang.Object)	classToMock	0
org.mockito.internal.util.MockCreationValidator	validateDelegatedInstance(java.lang.Class,java.lang.Object)	delegatedInstance	1
org.mockito.internal.util.MockCreationValidator	validateConstructorUse(boolean,org.mockito.mock.SerializableMode)	usingConstructor	0
org.mockito.internal.util.MockCreationValidator	validateConstructorUse(boolean,org.mockito.mock.SerializableMode)	mode	1
org.mockito.internal.util.DefaultMockingDetails	DefaultMockingDetails(java.lang.Object)	toInspect	0
org.mockito.internal.util.JavaEightUtil	invokeNullaryFactoryMethod(java.lang.String,java.lang.String)	fqcn	0
org.mockito.internal.util.JavaEightUtil	invokeNullaryFactoryMethod(java.lang.String,java.lang.String)	methodName	1
org.mockito.internal.util.JavaEightUtil	getStaticFieldValue(java.lang.String,java.lang.String)	fqcn	0
org.mockito.internal.util.JavaEightUtil	getStaticFieldValue(java.lang.String,java.lang.String)	fieldName	1
org.mockito.internal.util.JavaEightUtil	getClass(java.lang.String)	fqcn	0
org.mockito.internal.util.JavaEightUtil	getMethod(java.lang.String,java.lang.String,java.lang.Class[])	methodName	1
org.mockito.internal.util.JavaEightUtil	getMethod(java.lang.String,java.lang.String,java.lang.Class[])	parameterClasses	2
org.mockito.internal.util.JavaEightUtil	getMethod(java.lang.String,java.lang.String,java.lang.Class[])	fqcn	0
org.mockito.internal.util.collections.HashCodeAndEqualsMockWrapper	HashCodeAndEqualsMockWrapper(java.lang.Object)	mockInstance	0
org.mockito.internal.util.collections.HashCodeAndEqualsMockWrapper	equals(java.lang.Object)	o	0
org.mockito.internal.util.collections.HashCodeAndEqualsMockWrapper	of(java.lang.Object)	mock	0
org.mockito.internal.util.collections.Iterables	toIterable(java.util.Enumeration)	in	0
org.mockito.internal.util.collections.Iterables	firstOf(java.lang.Iterable)	iterable	0
org.mockito.internal.util.collections.HashCodeAndEqualsSafeSet	equals(java.lang.Object)	o	0
org.mockito.internal.util.collections.HashCodeAndEqualsSafeSet	unwrapTo(T[])	array	0
org.mockito.internal.util.collections.HashCodeAndEqualsSafeSet	toArray(T[])	typedArray	0
org.mockito.internal.util.collections.HashCodeAndEqualsSafeSet	asWrappedMocks(java.util.Collection)	mocks	0
org.mockito.internal.util.collections.HashCodeAndEqualsSafeSet	of(java.lang.Iterable)	objects	0
org.mockito.internal.util.ConsoleMockitoLogger	log(java.lang.Object)	what	0
org.mockito.internal.util.reflection.FieldReader	FieldReader(java.lang.Object,java.lang.reflect.Field)	target	0
org.mockito.internal.util.reflection.FieldReader	FieldReader(java.lang.Object,java.lang.reflect.Field)	field	1
org.mockito.internal.util.reflection.LenientCopyTool	copy(T,T,java.lang.Class)	fromClazz	2
org.mockito.internal.util.reflection.LenientCopyTool	copyValues(T,T,java.lang.Class)	classFrom	2
org.mockito.internal.util.reflection.InstanceField	isAnnotatedBy(java.lang.Class)	annotationClass	0
org.mockito.internal.util.reflection.InstanceField	annotation(java.lang.Class)	annotationClass	0
org.mockito.internal.util.reflection.InstanceField	equals(java.lang.Object)	o	0
org.mockito.internal.util.reflection.InstrumentationMemberAccessor	newInstance(java.lang.reflect.Constructor,java.lang.Object[])	constructor	0
org.mockito.internal.util.reflection.InstrumentationMemberAccessor	newInstance(java.lang.reflect.Constructor,java.lang.Object[])	arguments	1
org.mockito.internal.util.reflection.InstrumentationMemberAccessor	invoke(java.lang.reflect.Method,java.lang.Object,java.lang.Object[])	method	0
org.mockito.internal.util.reflection.InstrumentationMemberAccessor	invoke(java.lang.reflect.Method,java.lang.Object,java.lang.Object[])	target	1
org.mockito.internal.util.reflection.InstrumentationMemberAccessor	invoke(java.lang.reflect.Method,java.lang.Object,java.lang.Object[])	arguments	2
org.mockito.internal.util.reflection.InstrumentationMemberAccessor	get(java.lang.reflect.Field,java.lang.Object)	target	1
org.mockito.internal.util.reflection.InstrumentationMemberAccessor	get(java.lang.reflect.Field,java.lang.Object)	field	0
org.mockito.internal.util.reflection.InstrumentationMemberAccessor	set(java.lang.reflect.Field,java.lang.Object,java.lang.Object)	target	1
org.mockito.internal.util.reflection.InstrumentationMemberAccessor	set(java.lang.reflect.Field,java.lang.Object,java.lang.Object)	field	0
org.mockito.internal.util.reflection.InstrumentationMemberAccessor	set(java.lang.reflect.Field,java.lang.Object,java.lang.Object)	value	2
org.mockito.internal.util.reflection.InstrumentationMemberAccessor	assureOpen(java.lang.Object,java.lang.String)	module	0
org.mockito.internal.util.reflection.InstrumentationMemberAccessor	assureOpen(java.lang.Object,java.lang.String)	packageName	1
org.mockito.internal.util.reflection.InstrumentationMemberAccessor	assureArguments(java.lang.reflect.AccessibleObject,java.lang.Object,java.lang.Class,java.lang.Object[],java.lang.Class[])	type	2
org.mockito.internal.util.reflection.InstrumentationMemberAccessor	assureArguments(java.lang.reflect.AccessibleObject,java.lang.Object,java.lang.Class,java.lang.Object[],java.lang.Class[])	values	3
org.mockito.internal.util.reflection.InstrumentationMemberAccessor	assureArguments(java.lang.reflect.AccessibleObject,java.lang.Object,java.lang.Class,java.lang.Object[],java.lang.Class[])	types	4
org.mockito.internal.util.reflection.InstrumentationMemberAccessor	assureArguments(java.lang.reflect.AccessibleObject,java.lang.Object,java.lang.Class,java.lang.Object[],java.lang.Class[])	owner	1
org.mockito.internal.util.reflection.InstrumentationMemberAccessor	assureArguments(java.lang.reflect.AccessibleObject,java.lang.Object,java.lang.Class,java.lang.Object[],java.lang.Class[])	target	0
org.mockito.internal.util.reflection.GenericMaster	getGenericType(java.lang.reflect.Field)	field	0
org.mockito.internal.util.reflection.Fields	allDeclaredFieldsOf(java.lang.Object)	instance	0
org.mockito.internal.util.reflection.Fields	declaredFieldsOf(java.lang.Object)	instance	0
org.mockito.internal.util.reflection.Fields	instanceFieldsIn(java.lang.Object,java.lang.reflect.Field[])	instance	0
org.mockito.internal.util.reflection.Fields	instanceFieldsIn(java.lang.Object,java.lang.reflect.Field[])	fields	1
org.mockito.internal.util.reflection.Fields	annotatedBy(java.lang.Class[])	annotations	0
org.mockito.internal.util.reflection.Fields$1	isOut(org.mockito.internal.util.reflection.InstanceField)	instanceField	0
org.mockito.internal.util.reflection.Fields$2	isOut(org.mockito.internal.util.reflection.InstanceField)	instanceField	0
org.mockito.internal.util.reflection.Fields$3	isOut(org.mockito.internal.util.reflection.InstanceField)	instanceField	0
org.mockito.internal.util.reflection.Fields$InstanceFields	InstanceFields(java.lang.Object,java.util.List)	instance	0
org.mockito.internal.util.reflection.Fields$InstanceFields	InstanceFields(java.lang.Object,java.util.List)	instanceFields	1
org.mockito.internal.util.reflection.ReflectionMemberAccessor	newInstance(java.lang.reflect.Constructor,java.lang.Object[])	arguments	1
org.mockito.internal.util.reflection.ReflectionMemberAccessor	newInstance(java.lang.reflect.Constructor,java.lang.Object[])	constructor	0
org.mockito.internal.util.reflection.ReflectionMemberAccessor	invoke(java.lang.reflect.Method,java.lang.Object,java.lang.Object[])	arguments	2
org.mockito.internal.util.reflection.ReflectionMemberAccessor	invoke(java.lang.reflect.Method,java.lang.Object,java.lang.Object[])	target	1
org.mockito.internal.util.reflection.ReflectionMemberAccessor	invoke(java.lang.reflect.Method,java.lang.Object,java.lang.Object[])	method	0
org.mockito.internal.util.reflection.ReflectionMemberAccessor	get(java.lang.reflect.Field,java.lang.Object)	field	0
org.mockito.internal.util.reflection.ReflectionMemberAccessor	get(java.lang.reflect.Field,java.lang.Object)	target	1
org.mockito.internal.util.reflection.ReflectionMemberAccessor	set(java.lang.reflect.Field,java.lang.Object,java.lang.Object)	target	1
org.mockito.internal.util.reflection.ReflectionMemberAccessor	set(java.lang.reflect.Field,java.lang.Object,java.lang.Object)	value	2
org.mockito.internal.util.reflection.ReflectionMemberAccessor	set(java.lang.reflect.Field,java.lang.Object,java.lang.Object)	field	0
org.mockito.internal.util.reflection.ReflectionMemberAccessor	silentSetAccessible(java.lang.reflect.AccessibleObject,boolean)	object	0
org.mockito.internal.util.reflection.ReflectionMemberAccessor	silentSetAccessible(java.lang.reflect.AccessibleObject,boolean)	value	1
org.mockito.internal.util.reflection.BeanPropertySetter	BeanPropertySetter(java.lang.Object,java.lang.reflect.Field,boolean)	target	0
org.mockito.internal.util.reflection.BeanPropertySetter	BeanPropertySetter(java.lang.Object,java.lang.reflect.Field,boolean)	reportNoSetterFound	2
org.mockito.internal.util.reflection.BeanPropertySetter	BeanPropertySetter(java.lang.Object,java.lang.reflect.Field,boolean)	propertyField	1
org.mockito.internal.util.reflection.BeanPropertySetter	set(java.lang.Object)	value	0
org.mockito.internal.util.reflection.BeanPropertySetter	setterName(java.lang.String)	fieldName	0
org.mockito.internal.util.Platform	isJava8BelowUpdate45(java.lang.String)	jvmVersion	0
org.mockito.internal.util.Platform	warnForVM(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)	vmName1	1
org.mockito.internal.util.Platform	warnForVM(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)	current	0
org.mockito.internal.util.Platform	warnForVM(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)	warnMessage1	2
org.mockito.internal.util.Platform	warnForVM(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)	warnMessage2	4
org.mockito.internal.util.Platform	warnForVM(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)	vmName2	3
org.mockito.internal.debugging.Localized	Localized(T)	object	0
org.mockito.internal.debugging.WarningsPrinterImpl	WarningsPrinterImpl(boolean,org.mockito.internal.debugging.WarningsFinder)	finder	1
org.mockito.internal.debugging.WarningsPrinterImpl	WarningsPrinterImpl(boolean,org.mockito.internal.debugging.WarningsFinder)	warnAboutUnstubbed	0
org.mockito.internal.debugging.WarningsFinder	WarningsFinder(java.util.List,java.util.List)	unusedStubs	0
org.mockito.internal.debugging.WarningsFinder	WarningsFinder(java.util.List,java.util.List)	allInvocations	1
org.mockito.internal.debugging.WarningsFinder	find(org.mockito.internal.debugging.FindingsListener)	findingsListener	0
org.mockito.internal.debugging.VerboseMockInvocationLogger	VerboseMockInvocationLogger(java.io.PrintStream)	printStream	0
org.mockito.internal.debugging.VerboseMockInvocationLogger	printReturnedValueOrThrowable(org.mockito.listeners.MethodInvocationReport)	methodInvocationReport	0
org.mockito.internal.debugging.VerboseMockInvocationLogger	printStubInfo(org.mockito.listeners.MethodInvocationReport)	methodInvocationReport	0
org.mockito.internal.debugging.VerboseMockInvocationLogger	printInvocation(org.mockito.invocation.DescribedInvocation)	invocation	0
org.mockito.internal.debugging.VerboseMockInvocationLogger	printlnIndented(java.lang.String)	message	0
org.mockito.internal.debugging.InvocationsPrinter	printInvocations(java.lang.Object)	mock	0
org.mockito.internal.debugging.InvocationsPrinter$1	isOut(org.mockito.stubbing.Stubbing)	s	0
org.mockito.internal.debugging.LoggingListener	LoggingListener(boolean)	warnAboutUnstubbed	0
org.mockito.internal.debugging.LoggingListener	foundStubCalledWithDifferentArgs(org.mockito.invocation.Invocation,org.mockito.internal.invocation.InvocationMatcher)	unstubbed	1
org.mockito.internal.debugging.LoggingListener	foundStubCalledWithDifferentArgs(org.mockito.invocation.Invocation,org.mockito.internal.invocation.InvocationMatcher)	unused	0
org.mockito.internal.debugging.LoggingListener	indexOfNextPair(int)	collectionSize	0
org.mockito.internal.debugging.LoggingListener	foundUnusedStub(org.mockito.invocation.Invocation)	unused	0
org.mockito.internal.debugging.LoggingListener	foundUnstubbed(org.mockito.internal.invocation.InvocationMatcher)	unstubbed	0
org.mockito.internal.debugging.LoggingListener	addOrderedList(java.util.List,java.util.List)	target	0
org.mockito.internal.debugging.LoggingListener	addOrderedList(java.util.List,java.util.List)	additions	1
org.mockito.internal.debugging.MockitoDebuggerImpl	line(java.lang.String)	text	0
org.mockito.internal.debugging.MockitoDebuggerImpl	print(java.lang.String)	out	0
org.mockito.internal.debugging.LocationImpl	computeStackTraceInformation(org.mockito.internal.exceptions.stacktrace.StackTraceFilter,java.lang.Throwable,boolean)	stackTraceFilter	0
org.mockito.internal.MockedConstructionImpl	MockedConstructionImpl(org.mockito.plugins.MockMaker.ConstructionMockControl)	control	0
org.mockito.internal.runners.DefaultInternalRunner	DefaultInternalRunner(java.lang.Class,org.mockito.internal.util.Supplier)	testClass	0
org.mockito.internal.runners.DefaultInternalRunner	DefaultInternalRunner(java.lang.Class,org.mockito.internal.util.Supplier)	listenerSupplier	1
org.mockito.internal.runners.DefaultInternalRunner$1	withBefores(org.junit.runners.model.FrameworkMethod,java.lang.Object,org.junit.runners.model.Statement)	method	0
org.mockito.internal.runners.DefaultInternalRunner$1	withBefores(org.junit.runners.model.FrameworkMethod,java.lang.Object,org.junit.runners.model.Statement)	statement	2
org.mockito.internal.runners.DefaultInternalRunner$1	withBefores(org.junit.runners.model.FrameworkMethod,java.lang.Object,org.junit.runners.model.Statement)	target	1
org.mockito.internal.runners.DefaultInternalRunner$1	run(org.junit.runner.notification.RunNotifier)	notifier	0
org.mockito.internal.runners.DefaultInternalRunner$1$2	testFailure(org.junit.runner.notification.Failure)	failure	0
org.mockito.internal.runners.DefaultInternalRunner$1$2	testFinished(org.junit.runner.Description)	description	0
org.mockito.internal.runners.DefaultInternalRunner	run(org.junit.runner.notification.RunNotifier)	notifier	0
org.mockito.internal.runners.DefaultInternalRunner	filter(org.junit.runner.manipulation.Filter)	filter	0
org.mockito.internal.runners.StrictRunner	StrictRunner(org.mockito.internal.runners.InternalRunner,java.lang.Class)	testClass	1
org.mockito.internal.runners.StrictRunner	StrictRunner(org.mockito.internal.runners.InternalRunner,java.lang.Class)	runner	0
org.mockito.internal.runners.StrictRunner	run(org.junit.runner.notification.RunNotifier)	notifier	0
